schema_name,function_name,type_desc,create_date,modify_date,definition_length,definition_preview
dbo,GetPatientPaymentTransaction,SQL_INLINE_TABLE_VALUED_FUNCTION,2016-05-11 00:04:36.270,2025-06-25 07:55:36.823,2005,"CREATE FUNCTION [dbo].[GetPatientPaymentTransaction]
(
    @TransactionDate as datetime,
	@CompanyID as varchar(20),
	@listOrderId as varchar(max)
)
RETURNS TABLE
AS
RETURN
(
    SELECT 
        ROW_NUMBER() OVER( ORDER BY o.ordernum, pt.transactionid, ppd.amount desc ) as Row 
        , p.id as PatientId
        , coalesce(p.firstname, '') as PatientFirstName 
        , coalesce(p.lastname, '') as PatientLastName 
        , o.ordernum as OrderNum 
        , isum.invoiceid as InvoiceId 
        "
dbo,GetPatientOrdersWithBalance,SQL_INLINE_TABLE_VALUED_FUNCTION,2016-05-11 00:04:36.257,2025-06-25 07:55:36.817,2525,"CREATE FUNCTION [dbo].[GetPatientOrdersWithBalance]
(
    @TransactionDate as datetime,
	@CompanyID as varchar(20)
)
RETURNS TABLE
AS
RETURN
(

SELECT    
	s.OfficeNum, 
	p.LastName, 
	p.FirstName,   
	isnull(pp.PhoneNumber,'') as PrimaryPhone , 
	MAX(OrderDate) as OrderDate,
	OrderNum as OrderNum,
	SUM(OrderAmount) AS OrderAmount, 
	MAX(LastPaymentDate) AS LastPaymentDate,
	SUM(OrderAmount) + SUM(PaidAmount) AS Balance,
	SUM(PaidAmount) AS PaidAmount,
	isnull(CustomerID,0) as CustomerID
FROM   "
dbo,fn_DiscountDetail,SQL_INLINE_TABLE_VALUED_FUNCTION,2022-08-16 12:33:48.047,2025-06-25 07:55:36.810,3623,"CREATE FUNCTION [dbo].[fn_DiscountDetail]
(	
	@fromDate datetime,
	@toDate datetime
)
RETURNS TABLE 
AS
RETURN 
(
    SELECT isum.ordernum,sum(Discount) AS discount,p.firstname + ' ' + p.lastname AS patientname,pt.invoicesummaryid,
        isum.discounttypeid,pt.EmployeeId AS Associate, o.OrderDate, pt.TransactionDate,pt.officenum 
    FROM invoicedet id
        INNER JOIN invoicesum isum ON id.invoiceid = isum.invoiceid  AND (isum.discounttypeid NOT IN (SELECT discounttypeid FROM invoicedet WHE"
dbo,GetPatientBillingTransaction,SQL_INLINE_TABLE_VALUED_FUNCTION,2016-05-11 00:04:36.243,2025-06-25 07:55:36.800,2886,"CREATE FUNCTION [dbo].[GetPatientBillingTransaction]
(
    @TransactionDate as datetime,
	@CompanyID as varchar(20),
	@listOrderId as varchar(max)
)
RETURNS TABLE
AS
RETURN
(
	SELECT 
        ROW_NUMBER() OVER( ORDER BY o.ordernum, bli.invoicedetaillinenum, bt.transid ) as Row 
        ,p.firstname as PatientFirstName 
        ,p.lastname as PatientLastName 
		,p.Id as PatientId
		,o.OfficeNum as OfficeNum
        ,o.ordernum as OrderNum 
        ,bc.claimid as ClaimId 
        ,bc.primaryflag a"
dbo,GetPatientPosTransaction,SQL_INLINE_TABLE_VALUED_FUNCTION,2016-05-11 00:04:36.283,2025-06-25 07:55:36.790,4197,"CREATE FUNCTION [dbo].[GetPatientPosTransaction]
(
    @TransactionDate as datetime,
	@CompanyID as varchar(20),
	@listOrderId as varchar(MAX)
)
RETURNS TABLE
AS
RETURN
(
	SELECT 
        ROW_NUMBER() OVER( ORDER BY o.ordernum, id.linenum, pt.transactionid ) as Row 
        , p.id as PatientId 
            , coalesce(p.firstname, '') as PatientFirstName 
            , coalesce(p.lastname, '') as PatientLastName 
        , offc.officenum as OfficeNum 
            , offc.officename as OfficeName 
"
dbo,fn_LookupFrameItem,SQL_INLINE_TABLE_VALUED_FUNCTION,2021-09-13 14:33:00.920,2025-01-15 07:55:55.250,3224,"CREATE FUNCTION [dbo].[fn_LookupFrameItem]
(
	  @companyId nvarchar(20)
	, @officeNum varchar(8)
    , @itemId int
)
RETURNS TABLE
AS
RETURN
(SELECT        
          itm.ID AS ItemID
        , isnull(icm.CompanyItemName, itm.ItemName) as CompanyItemName
        , m.Name as Manufacturer
        , m.Name as Vendor
        , fc.Description AS Collection
        , isnull(itf.Color,'None') as Color
        , isnull(catelcolfam.Value,'None') as ColorFamily
        , isnull(catelshp.Value,'None') AS S"
dbo,fn_LookupFrames_Filters,SQL_INLINE_TABLE_VALUED_FUNCTION,2021-09-13 14:33:00.943,2025-01-01 07:56:01.107,1871,"CREATE FUNCTION [dbo].[fn_LookupFrames_Filters]
(
	@companyId nvarchar(20)
)
RETURNS TABLE
AS
RETURN
(SELECT   distinct     
		isnull(fst.FrameCategoryID,-1) AS CategoryID
        , isnull(catelcat.Value,'None') AS Category
        , isnull(fst.AgeGroupID,-1) as AgeGroupID
        , isnull(catelage.Value,'None') AS AgeGroup
        , isnull(fst.GenderTypeID,-1) as GenderTypeID
        , isnull(catelgen.Value,'None') AS GenderType
        , isnull(itm.ItemStatusID,-1) AS StatusID
        , isnull"
dbo,fn_LookupFramesAllowUnMapped,SQL_INLINE_TABLE_VALUED_FUNCTION,2024-09-13 07:56:21.530,2025-01-01 07:56:01.103,2292,"CREATE FUNCTION [dbo].[fn_LookupFramesAllowUnMapped]
(
	  @companyId varchar(20)
	, @officeNum varchar(8)
	, @includeUnMapped bit
)
RETURNS TABLE
AS
RETURN
(SELECT 
     fs.ID AS ItemID
     , fs.UPCCode
     , fs.itemNum AS ItemNumber
     , fs.CollectionDescription AS Collection
     , fst.Style
     , isnull(fs.Color,'None') as Color
     , fs.Eye
     , fs.Bridge
     , fs.Temple
     , [dbo].[fn_getLookupitemprice](@officeNum,fs.id) as Retail
     , isnull(ib.OnHand,0) as OnHand		
     , fs"
dbo,fn_LookupEGLenses,SQL_INLINE_TABLE_VALUED_FUNCTION,2021-09-13 14:33:00.913,2025-01-01 07:56:01.097,3536,"CREATE FUNCTION [dbo].[fn_LookupEGLenses]
(	
		@companyId nvarchar(20)
)
RETURNS TABLE 
AS
RETURN 
(
	SELECT  itm.ID AS ItemID, itm.ItemNum AS ItemNumber, itegt.Description AS Type, itegs.Description AS Style, itmat.Description AS Material, itcol.Description AS Color, itct.Description AS Coating, egl.SphereMin, egl.SphereMax, 
                         egl.CylinderMin, egl.CylinderMax, egl.AddMin, egl.AddMax, egl.MinSegHeight AS SegHeightMin, egl.MaxSegHeight AS SegHeightMax, ISNULL(itm.ItemNum, "
dbo,fn_LookupFrames_Collections,SQL_INLINE_TABLE_VALUED_FUNCTION,2021-09-13 14:33:00.937,2025-01-01 07:56:01.093,516,"CREATE FUNCTION [dbo].[fn_LookupFrames_Collections]
(
	@companyId varchar(20)
)
RETURNS TABLE
AS
RETURN
(with cte (datasourceid)
	as (select datasourceid from companyinfo where id = @CompanyId union select 1)
	SELECT
		distinct      
		fs.CollectionDescription AS Collection
		, fs.CollectionID
	FROM            
		dbo.FrameSearch AS fs WITH (nolock) 
		INNER JOIN dbo.ItemCompanyMapping AS icm WITH (nolock) ON icm.ItemID = fs.ID and icm.CompanyID=@companyId
		INNER JOIN cte on fs.DataSourceId = ct"
dbo,fn_LookupContactLenses,SQL_INLINE_TABLE_VALUED_FUNCTION,2021-09-13 14:33:00.903,2025-01-01 07:56:01.077,2406,"CREATE FUNCTION [dbo].[fn_LookupContactLenses]
(
	@companyId varchar(20),
	@officeNum varchar(8)
)
RETURNS TABLE
AS
RETURN
(
SELECT DISTINCT 
		  itmcl.ItemID
		, itm.ItemNum AS ItemNumber
		, SS.Supplier
		, clm.VendName AS Manufacturer
		, cls.Style
		, clc.Description AS Color
		, clp.Base
		, clp.Diameter
		, powers.BaseMin
		, powers.BaseMax
		, powers.DiameterMin
		, powers.DiameterMax
		, cls.SphereMin
		, cls.SphereMax
		, cls.SphereStep
		, cls.CylinderMin
		, cls.CylinderMax
		, cls.Ax"
dbo,fn_LookupFrames,SQL_INLINE_TABLE_VALUED_FUNCTION,2021-09-13 14:33:00.930,2025-01-01 07:56:01.070,2827,"CREATE FUNCTION [dbo].[fn_LookupFrames]
(
	  @companyId varchar(20)
	, @officeNum varchar(8)
)
RETURNS TABLE
AS
RETURN
(with cte (datasourceid)
as (select distinct datasourceid  from companyinfo where id = @CompanyId)
SELECT 
     fs.ID AS ItemID
     , fs.UPCCode
     , ISNULL([fs].[ItemNum],'') AS ItemNumber
     , fs.CollectionDescription AS Collection
     , fs.Style
     , isnull(fs.Color,'None') as Color
     , fs.Eye
     , fs.Bridge
     , fs.Temple
     , [dbo].[fn_getLookupitemprice](@"
dbo,fn_LookupAccessories,SQL_INLINE_TABLE_VALUED_FUNCTION,2021-09-13 14:33:00.897,2025-01-01 07:56:01.067,990,"CREATE FUNCTION [dbo].[fn_LookupAccessories]
(
	@companyId nvarchar(20),
	@officeNum varchar(8)
)
RETURNS TABLE
AS
RETURN
(
SELECT        
		  itm.ID AS ItemID
		, itm.ItemNum AS ItemNumber
		, itm.UPCCode
		, itm.ItemName
		, [dbo].[fn_getLookupitemprice](@officeNum,itm.ID) as Retail
		, 0 AS OnHand
		, icm.CompanyID
		, icm.CompanyItemName
		, @officeNum as OfficeNum
		, ISNULL(itm.ItemNum, '') + ISNULL(itm.ItemName, '') + ISNULL(icm.CompanyItemName, '') AS SearchString
		, icm.AllowZeroPrice
"
dbo,ReturnPaymentByTransaction,SQL_SCALAR_FUNCTION,2010-02-26 13:23:22.437,2024-11-26 07:55:57.800,399,"CREATE FUNCTION [dbo].[ReturnPaymentByTransaction]
(
    @paymentID INT,
    @transAmount DECIMAL(12,2)
)
RETURNS DECIMAL(12,2)
AS
BEGIN
    DECLARE @actAmount DECIMAL(12,2);

    SELECT  @actAmount = SUM(Amount)
    FROM    PosPaymentDetail
    WHERE   PaymentID = @paymentID;

    RETURN CASE 
        WHEN ABS(@transAmount) < ABS(@actAmount) THEN @transAmount
        ELSE @actAmount
    END;
END"
dbo,fn_PatientInsEligibility,SQL_INLINE_TABLE_VALUED_FUNCTION,2014-03-10 00:07:51.123,2024-06-12 07:55:24.087,878,"
CREATE FUNCTION [dbo].[fn_PatientInsEligibility] (@InsuranceId int)
RETURNS TABLE
AS
RETURN 
(

SELECT PIns.ID
     , IP.PlanName as PatientInsurance        
     , IC.CarrierName as insurance_name    
     , IC.EligibilityRequirements        
     , IE.ID as EligibilityID        
     , IE.AuthExpireDate           
  FROM PatientInsurance PIns left join   
	   InsPlan IP on IP.ID = PIns.InsurancePlanID left join         
       InsCarrier IC on IC.ID = IP.CarrierCode left join  "
dbo,CUSTOM_FLAG_MODIFY,SQL_SCALAR_FUNCTION,2023-12-04 10:30:17.043,2023-12-04 11:05:10.920,737,"

CREATE FUNCTION CUSTOM_FLAG_MODIFY
(
    @JSON NVARCHAR(3000),
    @PropertyName NVARCHAR(3000),
	@NewValue NVARCHAR(3000)
)
RETURNS NVARCHAR(3000)
AS
BEGIN

DECLARE @result NVARCHAR(3000)
DECLARE @trimmedJSON NVARCHAR(3000)
DECLARE @start INT
DECLARE @end INT

IF @JSON IS NULL OR @JSON = ''
BEGIN
	set @result = 'Error'
END 
ELSE
BEGIN
	set @start = PATINDEX('%' + @PropertyName + '%',@JSON) 
	IF @start <> 0
	BEGIN
		set @start = @start + LEN(@PropertyName) + 3
		SET "
dbo,CUSTOM_FLAG_VALUE,SQL_SCALAR_FUNCTION,2023-12-01 09:52:43.137,2023-12-01 09:52:43.137,701,"

CREATE FUNCTION CUSTOM_FLAG_VALUE
(
    @JSON NVARCHAR(3000),
    @PropertyName NVARCHAR(3000)
)
RETURNS NVARCHAR(3000)
AS
BEGIN

DECLARE @result NVARCHAR(3000)
DECLARE @trimmedJSON NVARCHAR(3000)
DECLARE @start INT
DECLARE @end INT

IF @JSON IS NULL OR @JSON = ''
BEGIN
	set @result = 'Default'
END 
ELSE
BEGIN
	set @start = PATINDEX('%' + @PropertyName + '%',@JSON) 
	IF @start <> 0
	BEGIN
		set @start = @start + LEN(@PropertyName) + 3
		SET @trimmedJSON = SUBSTRING(@J"
dbo,fn_ApptColorByOffice,SQL_INLINE_TABLE_VALUED_FUNCTION,2014-03-10 00:07:51.100,2023-10-30 18:50:49.107,299,"
CREATE FUNCTION [dbo].[fn_ApptColorByOffice] (@OfficeNum varchar(8))
RETURNS TABLE
AS
RETURN 
(
    SELECT O.OfficeId, Clr.ApptTypeId, Clr.ColorCode 
    FROM AppointmentColor Clr inner join 
         Office O ON Clr.OfficeNum = O.OfficeNum
    WHERE O.OfficeNum = @OfficeNum
    
);

"
dbo,RemoveSpecialCharsNew,SQL_SCALAR_FUNCTION,2023-03-19 07:58:52.823,2023-03-19 07:58:52.823,371,"CREATE FUNCTION [dbo].[RemoveSpecialCharsNew] (@s VARCHAR(256)) RETURNS VARCHAR(256)
   WITH SCHEMABINDING 
BEGIN
   IF @s IS NULL RETURN NULL
   IF @s = '' RETURN ''

   DECLARE @pos int
   set @pos = -1
   while(@pos <>0)
   begin
	set @pos = PATINDEX('%[^ 0-9A-z]%', @s)
	if(@pos>0)
	begin
		set @s = replace(@s,substring(@s,@pos,1),'')
	end
   end

   return @s
  END"
dbo,attrep_fn_NumericLsnToHexa,SQL_SCALAR_FUNCTION,2023-02-06 13:32:41.780,2023-02-06 13:32:41.780,1512,"
CREATE FUNCTION [dbo].[attrep_fn_NumericLsnToHexa](@numeric25Lsn numeric(25,0)) returns varchar(32)
 AS
 BEGIN
-- In order to avoid form sign overflow problems - declare the LSN segments 
-- to be one 'type' larger than the intendent target type.
-- For example, convert(smallint, convert(numeric(25,0),65535)) will fail 
-- but convert(binary(2), convert(int,convert(numeric(25,0),65535))) will give the 
-- expected result of 0xffff.

declare @high4bytelsnSegment bigint,@mid4bytelsnSegment bigint"
dbo,attrep_fn_LsnSegmentToHexa,SQL_SCALAR_FUNCTION,2023-02-06 13:32:41.503,2023-02-06 13:32:41.503,885,"
CREATE FUNCTION [dbo].[attrep_fn_LsnSegmentToHexa] (@InputData VARBINARY(32)) RETURNS VARCHAR(64)
AS
  BEGIN
    DECLARE  @HexDigits   	CHAR(16),
             @OutputData      VARCHAR(64),
             @i           	INT,
             @InputDataLength INT

    DECLARE  @ByteInfo  	INT,
             @LeftNibble 	INT,
             @RightNibble INT

    SET @OutputData = ''

    SET @i = 1

    SET @InputDataLength = DATALENGTH(@InputData)

    SET @HexDigits = '0123456789abcdef'

    WHILE (@i <= "
dbo,CalculateFrameBulkPricing,SQL_SCALAR_FUNCTION,2014-12-17 23:08:36.620,2022-03-10 10:31:41.403,2283,"
CREATE FUNCTION [dbo].[CalculateFrameBulkPricing]
(
	@ChangeTypeValue decimal(18,2),
	@ChangeTypePercentage int,
	@DollarAdd int,
	@DollarAmountValue decimal(18,2),
	@Rounding varchar(100),
	@ListPrice decimal(18,2))  
RETURNS decimal(18,2)  
  
AS  
  
BEGIN  
    DECLARE @EndIn as decimal (18,2)
	DECLARE @ToPrice as decimal(18,2)
	DECLARE @PriceAfterRounding as decimal(18,2)
	DECLARE @RoundupDecimal as decimal(18,2)
	DECLARE @RoundupValue as decimal(18,2)
	DECLARE @CurrentP"
dbo,fn_GetLookupItemPrice,SQL_SCALAR_FUNCTION,2021-10-05 13:53:54.380,2021-10-05 13:53:54.380,420,"CREATE FUNCTION [dbo].[fn_GetLookupItemPrice]
(
	  @officeNum varchar(8)
	, @itemID int
)
RETURNS decimal(18,2)
AS
BEGIN

	DECLARE @Price as decimal(18,2)

	set @Price = isnull((
		select top 1 ip.price 
		from itemprice ip 
		inner join officepricelist opl with (nolock) on opl.pricelistid = ip.pricelistid and opl.officenum = @officeNum
		WHERE ip.PriceTypeID = 1 and ip.ItemID = @itemID
		),0.00)

	RETURN @Price

END"
dbo,GetUsername,SQL_SCALAR_FUNCTION,2021-02-15 18:06:51.787,2021-07-06 04:36:31.760,347,"CREATE FUNCTION [dbo].[GetUsername]
(
@FullUsername  Varchar(150),
@Characters varchar(100)
)
RETURNS varchar(150)
AS
BEGIN
declare @Username as varchar(150)
if CHARINDEX(@Characters, @FullUsername) > 0
begin
set @Username = LEFT(@FullUsername, CHARINDEX(@Characters, @FullUsername) - 1)
end
else
set @Username = @FullUsername
return @Username
END"
dbo,GetWFAStateDate,SQL_SCALAR_FUNCTION,2012-02-29 08:07:42.840,2021-04-07 21:05:16.140,351,"
create FUNCTION [dbo].[GetWFAStateDate] (@OrdWFIID int, @OrderStateID int)
Returns datetime
AS
BEGIN
declare @OrderDate as datetime

set @OrderDate = (
		select top 1 wfa.ActivityDate 
		From WFActivity wfa 
		Where wfa.WFInstanceId = @OrdWFIID 
		AND wfa.StateId = @OrderStateID
		Order by wfa.ID desc
	)

return @OrderDate

END

"
dbo,GetOriginalOrder,SQL_SCALAR_FUNCTION,2011-04-07 21:57:49.750,2021-04-07 21:05:16.140,523,"CREATE FUNCTION [dbo].[GetOriginalOrder](@OrderID int) 
RETURNS int
AS
BEGIN
declare @isRemake as bit
declare @RemakeOrder as int
declare @associate as int
set @RemakeOrder =@orderid

select @isRemake= isnull(remake,0), @remakeorder=isnull(remakeorder,0),@associate = associate from orders where ordernum=@remakeorder

while @isremake=1
Begin
	select @isRemake= isnull(remake,0), @remakeorder=isnull(remakeorder,0),@associate = associate from orders where ordernum=@remakeorder
END
ret"
dbo,ConvertTimeBlockToTime,SQL_SCALAR_FUNCTION,2012-02-29 08:07:42.943,2021-04-07 21:05:16.140,1144,"
CREATE FUNCTION dbo.ConvertTimeBlockToTime(@BlockDate datetime, @TimeBlock int)
RETURNS datetime
AS
BEGIN
	declare @TimeValue as int
	declare @Hour as int
	declare @MinuteValue as int
	declare @Minute as int
	declare @ExceptionTimeString as varchar(30)
	declare @MinuteString as varchar(2)
	declare @ConvertDate as datetime
	declare @TimeString as varchar
	
	set @TimeValue = @TimeBlock /36
	set @MinuteValue = RIGHT(@TimeValue,2)
	set @Minute = 00
	
	IF LEN(@TimeValue) = 3
	BEGI"
dbo,GetCommunicationPrefValue,SQL_SCALAR_FUNCTION,2012-02-29 08:07:43.040,2021-04-07 21:05:16.140,411,"
CREATE FUNCTION dbo.GetCommunicationPrefValue(@PrefId int)
RETURNS varchar(20)
AS
BEGIN
	declare @CommunicationPref as varchar(20)
	
	set @CommunicationPref = '';
	IF @PrefId = 0
	BEGIN
		set @CommunicationPref = 'Mail';
	END
	IF @PrefId = 1
	BEGIN
		set @CommunicationPref = 'Email';
	END
	IF @PrefId = 2
	BEGIN
		set @CommunicationPref = 'Phone';
	END
	
	return @CommunicationPref

END"
dbo,GetWFAOrderStateName,SQL_SCALAR_FUNCTION,2012-02-29 08:07:42.740,2021-04-07 21:05:16.137,1221,"
create FUNCTION [dbo].[GetWFAOrderStateName] (@OrdWFIID int)
Returns varchar(50)
AS
BEGIN
declare @StateName as varchar(50)


set @StateName = (
		select top 1
		CASE 
			WHEN wfa.StateId=721 THEN 'Unpriced'
			WHEN wfa.StateId=722 THEN 'Priced'
			WHEN wfa.StateId=723 THEN 'Processing On Hold'
			WHEN wfa.StateId=724 THEN 'Ready For Processing'
			WHEN wfa.StateId=725 THEN 'Voided'
			WHEN wfa.StateId=726 THEN 'In Process'
			WHEN wfa.StateId=727 THEN 'Received'
			WHEN wfa.S"
dbo,GetPQRIString,SQL_SCALAR_FUNCTION,2010-05-24 21:37:56.857,2021-04-07 21:05:16.133,654,"CREATE FUNCTION [dbo].[GetPQRIString]
(
	@OrderNum as int
)
RETURNS varchar(200)
AS
BEGIN
	
	DECLARE @PQRICodes as varchar(200)
	DECLARE @PQRICode as varchar(20)
	set @PQRICodes = ''
	Declare c Cursor For select pqricode + (case when (modifier is null or modifier='') then ''  else '-' end) + isnull(modifier, '') from orderattributes oa inner join pqricode p on oa.value=p.id and oa.type=1  and ordernum=@OrderNum
	Open c

	Fetch next From c into @PQRICode

	While @@Fetch_Status=0 "
dbo,GetInsuranceTotal,SQL_SCALAR_FUNCTION,2012-02-29 08:07:42.537,2021-04-07 21:05:16.133,303,"CREATE FUNCTION dbo.GetInsuranceTotal(@InvoiceDetailID int)
RETURNS decimal(18,2)
AS
BEGIN
	declare @InsuranceTotal as decimal(18,2)
	
	BEGIN
		set @InsuranceTotal = (select SUM(receivable) from InvoiceInsuranceDet where InvoiceDetailID=@InvoiceDetailID)
	END
		
	return @InsuranceTotal

END"
dbo,GetPrimaryPhone,SQL_SCALAR_FUNCTION,2012-02-29 08:07:42.640,2021-04-07 21:05:16.133,350,"
create FUNCTION [dbo].[GetPrimaryPhone] (@PatientID int)
Returns varchar(50)
AS
BEGIN
declare @PrimaryPhone as varchar(50)

set @PrimaryPhone = isnull(
	(select top 1 ph.PhoneNumber from Phone ph 
		join PatientPhone pph on ph.ID = pph.PhoneID 
		Where pph.PatientID = @PatientID and ph.IsPrimary=1), '')

return @PrimaryPhone

END

"
dbo,GetPlanNamebyPlanID,SQL_SCALAR_FUNCTION,2011-02-24 23:15:08.957,2021-04-07 21:05:16.130,465,"-- =============================================
-- Author:		<Author,,Name>
-- Create date: <Create Date, ,>
-- Description:	<Description, ,>
-- =============================================
create FUNCTION [dbo].[GetPlanNamebyPlanID]
(
@PlanID int
)
RETURNS varchar(100)
AS
BEGIN
declare @PlanName as varchar(100)

set @PlanName = isnull((select top 1 PlanName from InsPlan where ID=@PlanID ),'Non Insurance Sales')

return @PlanName
END




"
